1;Monday;0;Tuesday;0;Wednesday;0;Thursday;0;Friday;0;Saturday;1;Sunday;1
2;Monday;2;Tuesday;2;Wednesday;2;Thursday;2;Friday;2;Saturday;3;Sunday;3
